9E-1	0.7719348976521319	1759.0116279069766
5E-1	0.7719348976521319	1759.0116279069766
1E-1	0.7719348976521319	1759.0116279069766
1E-3	0.7686669237959227	1774.7093023255813
1E-5	0.7744601501773845	1806.1046511627906
1E-7	0.7734854913079887	1843.1686046511627
1E-9	0.773788521611019	1869.331395348837
1E-11	0.7760107438332412	1892.4418604651162
1E-15	0.7823651374425368	1935.6104651162789
1E-20	0.781390478573141	1981.3953488372092
1E-30	0.7794032050305805	2059.4476744186045
1E-50	0.7895406361262537	2174.1279069767443
1E-100	0.795435434496322	2352.0348837209303
1E-130	0.795435434496322	2464.5348837209303
1E-150	0.795435434496322	2578.779069767442
1E-170	0.795435434496322	2578.779069767442
1E-200	0.795435434496322	2578.779069767442
